smiles,name,moa,clinical_phase,our_rf_p_pathogen,our_rf_p_gut,our_rf_S,our_rf_rank,our_dmpnn_p_pathogen,our_dmpnn_p_gut,our_dmpnn_S,our_dmpnn_rank,our_chemeleon_frozen_p_pathogen,our_chemeleon_frozen_p_gut,our_chemeleon_frozen_S,our_chemeleon_frozen_rank,our_molformer_p_pathogen,our_molformer_p_gut,our_molformer_S,our_molformer_rank,stokes_dmpnn_score,stokes_dmpnn_rank,stokes_inhibition,stokes_validated_active,stokes_rf_score,stokes_rf_rank,name_lower
CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CSSC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O,delcasertib,PKC inhibitor,Phase 1,0.6041853860274956,0.3007366398148111,0.4224847032083721,69,0.531437,0.995284,0.002506,3512,0.578568,0.060762,0.543413,205,0.44908598,0.07959815,0.413339566801063,583,,,,,,,delcasertib
C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,PSI-6130,RNA polymerase inhibitor,Phase 1,0.4926263326699076,0.1441472623137688,0.4216155954718684,70,0.989372,0.016578,0.97297,81,0.343933,0.045576,0.328258,686,0.11007113,0.017505415,0.108144289189831,1374,0.17066446118988,186.0,,False,0.024,2346.0,psi-6130
CCCCCCCCCCCCCCCC[N+](C)(C)C,cetrimonium,,Launched,0.486581142403738,0.1392518470843234,0.4188238195676173,71,0.002203,0.23161,0.001693,3785,0.147005,0.10159,0.132071,2345,0.004962097,0.0065223724,0.004929732355481,3757,,,,,,,cetrimonium
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)O,dalargin,opioid receptor agonist,Phase 2,0.5546632569072085,0.2452617568310797,0.418625572068498,72,0.103273,0.080131,0.094998,1308,0.323539,0.039311,0.310821,771,0.0076489137,0.01630446,0.0075242022925348,3395,0.027303322168882,1263.0,,False,,,dalargin
CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,ALX-40-4C,CC chemokine receptor antagonist,Preclinical,0.514221132217684,0.1887384243933756,0.4171678459331406,73,0.282076,0.843742,0.044077,1713,0.816807,0.068082,0.761197,47,0.30679968,0.9063725,0.0287248870391999,2309,,,,,,,alx-40-4c
CC(C)C[C@H](NC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCS(C)(=O)=O)C(N)=O,"[sar9,met(o2)11]-substance-p",tachykinin antagonist,Preclinical,0.6533544288704277,0.3629579019523167,0.4162142761363631,74,0.400768,0.095572,0.362466,683,0.439772,0.134883,0.380454,535,0.09801211,0.019203719,0.0961299129809629,1459,0.156804319191724,202.0,,False,,,"[sar9,met(o2)11]-substance-p"
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,apramycin,bacterial 30S ribosomal subunit inhibitor,Launched,0.5492219180735527,0.2440157767974635,0.4152031051006418,75,0.376495,0.075765,0.34797,702,0.156505,0.001325,0.156297,1991,0.5762476,0.035619143,0.5557221543321932,423,,,,,,,apramycin
CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,Debio-0932,HSP inhibitor,Phase 1,0.5249727790449017,0.2133423572439357,0.4129738488745625,76,0.619308,0.024678,0.604025,451,0.276309,0.044633,0.263977,981,0.8550267,0.14829198,0.728233097704134,251,,,,,,,debio-0932
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,acadesine,AMPK activator,Phase 3,0.4688006274571176,0.1219315493941096,0.4116390405943405,77,0.006677,0.007088,0.00663,2850,0.580143,0.033358,0.560791,189,0.4093354,0.004265732,0.4075892848854872,593,,,,,,,acadesine
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,fludarabine-phosphate,ribonucleotide reductase inhibitor,Launched,0.4667126893708069,0.1197600903786865,0.4108191355108792,78,0.999774,0.002214,0.997561,14,0.617482,0.001166,0.616762,127,0.72823316,0.006592416,0.7234323440642855,256,,,,,,,fludarabine-phosphate
O=C1Nc2ccccc2/C1=C1Nc2ccccc2C/1=N\O,indirubin-3-monoxime,CDK inhibitor|glycogen synthase kinase inhibitor,Preclinical,0.4819093421405243,0.1478937249363658,0.4106379744497285,79,0.99685,0.007888,0.988987,35,0.651672,0.036546,0.627856,121,0.5664877,0.013663773,0.5587473406599079,417,0.0136646522441878,2101.0,,False,,,indirubin-3-monoxime
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O,delivert,angiotensin receptor agonist,Launched,0.609032702105851,0.32792437418949,0.4093160344068557,80,0.20564,0.577111,0.086963,1351,0.409357,0.14604,0.349575,627,0.00995765,0.015755681,0.0098007604430903,3186,0.0171974258337286,1792.0,,False,,,delivert
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,neomycin,bacterial 30S ribosomal subunit inhibitor,Launched,0.5089655779196764,0.1978308737795286,0.408276472916124,81,0.622935,0.112523,0.55284,498,0.283363,0.001146,0.283038,888,0.18158494,0.02748627,0.1765938473112261,1077,,,,,,,neomycin
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,fludarabine,ribonucleotide reductase inhibitor,Launched,0.4566358958514696,0.1103544564598441,0.4062440897647266,82,0.97032,0.006974,0.963553,96,0.786628,0.006277,0.78169,43,0.81031895,0.014830827,0.7983012498377283,185,0.155319920741021,203.0,,False,,,fludarabine
CC(C)C[C@H](N)C(=O)O,L-leucine,,Phase 3,0.4261049986971795,0.0478987196784787,0.4056951148109847,83,0.404347,0.004613,0.402482,637,0.320267,0.000109,0.320232,718,0.83679515,0.00029659632,0.8365469596379161,151,0.00130867225517157,4299.0,,False,,,l-leucine
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,bivalirudin,thrombin inhibitor,Launched,0.604998410760799,0.3295432981637346,0.4056252390948674,84,0.155723,0.093521,0.14116,1099,0.365978,0.053911,0.346248,640,0.07580765,0.049831904,0.0720300104627344,1652,0.0650935420511814,527.0,,False,,,bivalirudin
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O)C(C)C,larazotide-acetate,tight junction regulator,Phase 2,0.5351531960434758,0.2487280631167679,0.4020455781208341,85,0.003118,0.00784,0.003093,3357,0.331609,0.057166,0.312653,759,0.004868267,0.012860333,0.004805659465247,3775,,,,,,,larazotide-acetate
CC(C)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](N)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)O,gepon,,Phase 1,0.5977064855977198,0.3301963822337083,0.4003459664157285,86,0.066757,0.329249,0.044777,1706,0.457438,0.032015,0.442793,375,0.4730858,0.008831688,0.4689076538171696,524,0.264880488673225,113.0,,False,,,gepon
COc1cc2nc(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC,terazosin,adrenergic receptor antagonist,Launched,0.4390140892402299,0.0902803299532138,0.3993797524095123,87,0.021831,0.006153,0.021696,2133,0.109618,0.049608,0.10418,2824,0.063200876,0.08438804,0.0578674779480769,1793,,,,,,,terazosin
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,itraconazole,cytochrome P450 inhibitor,Launched,0.5853077088821957,0.3194146076547987,0.3983518766922601,88,0.915456,0.304464,0.636732,410,0.130379,0.305177,0.09059,3095,0.97018754,0.009706208,0.9607706979377516,22,,,,,,,itraconazole
Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,tioguanine,purine antagonist,Launched,0.4357554091845856,0.0878015955096009,0.39749538900624,89,0.114415,0.008036,0.113496,1213,0.698766,0.00725,0.6937,73,0.967344,0.0024419809,0.9649817644282704,20,0.0197785114942234,1619.0,,False,,,tioguanine
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,afamelanotide,melanocyte-stimulating hormone mimetic,Launched,0.60082651134444,0.3481540237410972,0.3916463438495472,90,0.200106,0.793764,0.041269,1751,0.584667,0.160468,0.490847,276,0.5888801,0.018970849,0.577708544543795,388,,,,,,,afamelanotide
OC[C@H]1O[C@@H](n2cnc3c(N[C@H]4CCC[C@@H]4O)ncnc32)[C@H](O)[C@@H]1O,GR-79236,adenosine receptor agonist,Phase 1,0.4439020587505983,0.1233181317560899,0.3891608861827924,91,0.753986,0.00371,0.751189,317,0.587579,0.007501,0.583172,170,0.5823844,0.0050814156,0.5794250628246435,386,0.0304126708622789,1173.0,,False,,,gr-79236
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,exenatide,GLP receptor agonist,Launched,0.7016537814457874,0.445887195986857,0.3887953442833501,92,0.230596,0.99846,0.000355,4846,0.546437,0.093551,0.495318,273,0.58372635,0.011457281,0.5770384331809456,390,0.0604251107899472,572.0,,False,,,exenatide
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,nadide,free radical scavenger,Launched,0.4556133893426931,0.147923870546855,0.3882172933181507,93,0.999728,0.001679,0.99805,11,0.390596,0.003362,0.389283,505,0.8324727,0.0039904774,0.829150736504533,156,0.0496594990782796,716.0,,False,,,nadide
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,thymopentin,immune response stimulator,Launched,0.5778338305208729,0.3286367197422182,0.3879364159024124,94,0.023385,0.142925,0.020043,2169,0.501844,0.035205,0.484177,287,0.0061679636,0.05978332,0.0057992222583528,3641,,,,,,,thymopentin
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,NM107,RNA polymerase inhibitor,Phase 2,0.4774551973264667,0.1899631269413456,0.3867563150679339,95,0.966482,0.009474,0.957325,100,0.451979,0.01694,0.444323,371,0.082703836,0.0040491116,0.0823689589382879,1564,0.133912010863423,231.0,,False,,,nm107
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,tebipenem,bacterial cell wall synthesis inhibitor,Launched,0.7739748882075322,0.5019322053464171,0.3854919656867789,96,0.238924,0.969429,0.007304,2778,0.858278,0.554798,0.382107,524,0.9942062,0.9972882,0.00269608837316,4236,0.0206594737130217,1570.0,,False,,,tebipenem
O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,inosine,neurotrophic agent,Launched,0.4293026483238218,0.1028642993551837,0.3851427321926671,97,0.033392,0.009197,0.033085,1882,0.596368,0.003455,0.594307,157,0.9651773,0.00964684,0.955866389015268,31,0.0241929155738034,1383.0,,False,,,inosine
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,rosoxacin,topoisomerase inhibitor,Launched,0.741793023526752,0.4812349713630635,0.3848162790925352,98,0.954686,0.295226,0.672837,381,0.574109,0.235409,0.438959,386,0.907502,0.023359802,0.8863029329653961,103,0.0478090525994048,747.0,,False,,,rosoxacin
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,citicoline,glutathione transferase stimulant|membrane permeability enhancer,Launched,0.4650123401771792,0.1737851814071064,0.384200086282945,99,0.947689,0.000781,0.946949,119,0.019514,0.007632,0.019365,5512,0.24518068,0.0062062046,0.2436590385359529,882,0.0158080232847851,1919.0,,False,,,citicoline
CC(C)CCCC(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)O)NC1=O)[C@@H](C)O,colistimethate,bacterial permeability inducer,Launched,0.8214523671624119,0.5323508287227832,0.38415151874721,100,0.49074,0.000711,0.490391,555,0.66185,0.038276,0.636517,115,0.77117133,0.005636828,0.7668243698542588,219,0.611831740289926,46.0,0.04145,True,,,colistimethate
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,pivmecillinam,bacterial cell wall synthesis inhibitor,Launched,0.6775993069738372,0.4334016005160822,0.3839266828227881,101,0.996021,0.196435,0.800367,274,0.241326,0.405296,0.143518,2175,0.9853064,0.29935563,0.6903493818849681,284,0.0243952367731253,1372.0,,False,,,pivmecillinam
C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,U-75799E,growth hormone releasing factor agonist,Phase 1,0.5314286789923185,0.2788377884061933,0.3832462814464756,102,0.021348,0.310282,0.014724,2348,0.232823,0.153538,0.197076,1512,0.07410101,0.0058776154,0.0736654727624684,1636,0.0146763516357168,2009.0,,False,0.058,837.0,u-75799e
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,liraglutide,GLP receptor agonist,Launched,0.599282328840725,0.3636012635521153,0.3813825168497831,103,0.25362,0.999872,3.3e-05,5983,0.579983,0.071217,0.538678,212,0.7736725,0.003906554,0.770650106600435,213,0.0596449827426113,579.0,,False,,,liraglutide
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,paromomycin,bacterial 30S ribosomal subunit inhibitor,Launched,0.4872619017274346,0.217832650048977,0.3811203504062433,104,0.162112,0.05385,0.153382,1052,0.244144,0.000879,0.243929,1098,0.14582302,0.03557267,0.1406357058311366,1225,,,,,,,paromomycin
Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,etofylline-clofibrate,platelet aggregation inhibitor,Launched,0.4295445931047459,0.1141539475954787,0.3805103821335456,105,0.985121,0.003453,0.98172,57,0.093775,0.07038,0.087175,3163,0.026330102,0.045420893,0.0251341652543789,2420,0.033018218493089,1085.0,,False,,,etofylline-clofibrate
C[C@H]1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,ulifloxacin,,Launched,0.975621230106903,0.6108893707963199,0.3796245907113654,106,0.999922,0.989534,0.010465,2555,0.922078,0.907898,0.084925,3226,0.9916011,0.9979513,0.00203149317357,4456,0.957036885619163,2.0,0.0504,True,,,ulifloxacin
C[C@H](C[C@H](N)C(=O)O)C(=O)O,SYM-2081,kainate receptor antagonist,Preclinical,0.3983355107786862,0.0491741252488429,0.3787477104805932,107,0.042418,0.003396,0.042274,1738,0.206392,3.6e-05,0.206384,1421,0.34787774,0.000539172,0.3476901740631687,670,0.0026542443688046,3884.0,,False,,,sym-2081
COC(=O)Nc1ccc2[nH]cc(CCNC(C)=O)c2c1,GR-135531,melatonin receptor agonist,Preclinical,0.4295686367561272,0.1226701440857614,0.3768733901905289,108,0.153877,0.004601,0.153169,1054,0.0888,0.009096,0.087992,3144,0.0011918441,0.00079539296,0.0011908961155934,4854,0.0025152892227652,3921.0,,False,0.016,2935.0,gr-135531
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,nelarabine,DNA synthesis inhibitor|T cell inhibitor,Launched,0.4475449057666727,0.1581823366061925,0.3767512068363022,109,0.079588,0.006522,0.079069,1394,0.819917,0.004385,0.816322,30,0.9510616,0.01445338,0.937315545291792,53,0.0579584297956898,598.0,,False,,,nelarabine
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,actinomycin-d,RNA polymerase inhibitor,Launched,0.7438431921065977,0.4938900641909201,0.3764664302090912,110,0.989858,0.913215,0.085905,1354,0.13746,0.324843,0.092807,3045,0.7271186,0.76815265,0.16858052054571,1108,0.238501693634316,131.0,,False,,,actinomycin-d
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,dactinomycin,RNA polymerase inhibitor,Launched,0.7438431921065977,0.4938900641909201,0.3764664302090912,111,0.992961,0.925122,0.074351,1422,0.128941,0.296323,0.090733,3090,0.7455624,0.766593,0.1740194830968,1090,0.234623821196146,133.0,,False,,,dactinomycin
Cn1c(=O)c2c(ncn2C)n(C)c1=O,caffeine,adenosine receptor antagonist|phosphodiesterase inhibitor,Launched,0.3939558565357637,0.0467139217076597,0.375552633497278,112,0.992632,0.003888,0.988773,36,0.084382,0.006598,0.083825,3254,0.016855009,0.0018441606,0.0168239256564895,2760,,,,,,,caffeine
O=c1nc[nH]c2c1ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@H](O)[C@H]1O,polyinosine,immunostimulant,Preclinical,0.4190560875521508,0.1123475600549431,0.371976158589496,113,0.996903,0.00276,0.994152,19,0.314677,0.001084,0.314336,750,0.95735633,0.015180292,0.9428233813625516,44,0.00369226781286196,3600.0,,False,,,polyinosine
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,clofarabine,ribonucleotide reductase inhibitor,Launched,0.4479406970829196,0.1712249733732246,0.371242063152113,114,0.998572,0.01153,0.987058,42,0.747121,0.016825,0.734551,54,0.9564849,0.018718697,0.9385807489718248,51,0.101132413744926,324.0,,False,,,clofarabine
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,amdinocillin,bacterial cell wall synthesis inhibitor,Launched,0.7779672893651118,0.5239273044863253,0.3703689844695157,115,0.998514,0.907936,0.091928,1321,0.205384,0.47973,0.106855,2776,0.9350935,0.30325553,0.6515212250579451,319,0.0135570326237825,2111.0,,False,,,amdinocillin
CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@H]23)O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,hygromycin-B,polypeptide synthesis inhibitor,Preclinical,0.4992445170184594,0.2629687799162639,0.3679587954982307,116,0.687956,0.016114,0.67687,377,0.266795,0.000867,0.266564,969,0.35346872,0.027387526,0.3437880862408132,683,,,,,,,hygromycin-b
[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,Ro-9187,HCV inhibitor,Preclinical,0.4477218723650435,0.1786702165255201,0.3677273084863698,117,0.998661,0.042621,0.956097,105,0.620967,0.131443,0.539345,211,0.43005905,0.022262365,0.4204849184573467,577,0.757486403733491,31.0,0.81965,False,,,ro-9187
[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,R-1479,HCV inhibitor,Phase 1,0.4477218723650435,0.1786702165255201,0.3677273084863698,118,0.99896,0.046377,0.952631,112,0.629274,0.163966,0.526094,226,0.4665301,0.02495423,0.454888200582677,541,0.757081711292266,32.0,0.8643,False,,,r-1479
C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,monocrotaline,antitumor agent,Preclinical,0.4790019301980515,0.2366109828825114,0.3656648126912704,119,0.996812,0.004031,0.992794,24,0.304005,0.00372,0.302874,800,0.98770624,0.002399505,0.9853362339385888,7,,,,,,,monocrotaline
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,NECA,adenosine receptor agonist,Launched,0.4396896767575486,0.1707269453834628,0.3646228013280902,120,0.676942,0.006352,0.672643,382,0.278961,0.013292,0.275253,923,0.68383765,0.0014057042,0.6828763765432768,293,0.0589012507916777,588.0,,False,,,neca
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,torcitabine,DNA polymerase inhibitor,Phase 2,0.4821308552243747,0.2438337832831994,0.3645710647574509,121,0.99911,0.007659,0.991458,27,0.48308,0.02847,0.469326,321,0.73920006,0.004619568,0.735785275057226,239,0.109223811980336,301.0,,False,0.06,796.0,torcitabine
